accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_095686836.1	Zorya	Zorya_TypeI	Sphingobium xenophagum	GCF_002288285_NZ_CP022745_Zorya_TypeI_1	GCF_002288285.1_NZ_CP022745_01032	GCF_002288285.1_NZ_CP022745_01035	1	202	A0A249MRS5	A0A2D9ZZN8	B3RZ88	Q6NWR6	0.03944	1	0.116	294	220	0.0	20	313	8	257	0.02	30	unreviewed	Q6NWR6_HUMAN	GPR68 protein	GPR68	Homo sapiens (Human)			GPR68				plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005886	cd15367; 7tmA_GPR68_OGR1; 1.;	1.20.1070.10:FF:000065; G-protein coupled receptor 4; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR000276; GPCR_Rhodpsn.;""IPR017452; GPCR_Rhodpsn_7TM."";""IPR005389; OGR1_rcpt."";"	"PTHR24234; LYSOPHOSPHATIDIC ACID RECEPTOR 5/SPHINGOSYLPHOSPHORYLCHOLINE RECEPTOR; 1.;""PTHR24234:SF5; OVARIAN CANCER G-PROTEIN COUPLED RECEPTOR 1; 1."";"	PF00001; 7tm_1; 1.;	"PS00237; G_PROTEIN_RECEP_F1_1; 1.;""PS50262; G_PROTEIN_RECEP_F1_2; 1."";"			20.0..313.0	294	365	38..286	100.0	84.69	80.55	['G-protein coupled receptors family 1 profile']	['ECO:0000259|PROSITE:PS50262']	8.0..257.0	250	670							1.835616438	250.0	0.684931507	0.8356164383561644	1.6989700043360185	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A249MRS5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q6NWR6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A249MRS5_Q6NWR6_aligned.pse	65.940735	1483
WP_005598133.1	Zorya	Zorya_TypeII	Actinobacillus pleuropneumoniae	GCF_021957085_NZ_CP031865_Zorya_TypeII_1,GCF_021957045_NZ_CP031863_Zorya_TypeII_1	GCF_021957045.1_NZ_CP031863_01300,GCF_021957085.1_NZ_CP031865_01298	GCF_021957045.1_NZ_CP031863_01302,GCF_021957085.1_NZ_CP031865_01300	2	201	B4XH94	A0A1T4LJB9	W7QDG2	A0A3G5ASZ0	0.5051	1	0.13	431	309	0.0	170	600	10	365	0.1359	16	unreviewed	A0A3G5ASZ0_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				170.0..600.0	431	603	422..602	98.9	41.53	71.48	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	10.0..365.0	356	552	49..124	100.0	21.35	64.49	['MotA/TolQ/ExbB proton channel']	['ECO:0000259|Pfam:PF01618']	0.915422886	356.0	0.644927536	0.08457711442786064	0.8667805432675056	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4XH94_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A3G5ASZ0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/B4XH94_A0A3G5ASZ0_aligned.pse	76.922569	2440
WP_048884343.1	Zorya	Zorya_TypeI	Aurantiacibacter atlanticus	GCF_001077815_NZ_CP011310_Zorya_TypeI_1	GCF_001077815.2_NZ_CP011310_00104	GCF_001077815.2_NZ_CP011310_00107	1	202	A0A0H4VUY7	A0A511N283	A0A6J1NQ60	B4DKR1	0.1474	1	0.137	522	405	0.0	222	743	142	611	7.688	-3	unreviewed	B4DKR1_HUMAN	MICOS complex subunit MIC60 (Mitofilin)		Homo sapiens (Human)							mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]		GO:0005743				IPR019133; MIC60.;	"PTHR15415:SF7; MICOS COMPLEX SUBUNIT MIC60; 1.;""PTHR15415; MITOFILIN; 1."";"	PF09731; Mitofilin; 1.;	PS51257; PROKAR_LIPOPROTEIN; 1.;			222.0..743.0	522	746							142.0..611.0	470	641							0.85924933	470.0	0.733229329	0.14075067024128685	-0.8858133746604889	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0H4VUY7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4DKR1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0H4VUY7_B4DKR1_aligned.pse	96.051651	2862
WP_197743802.1	Zorya	Zorya_TypeII	Candidatus Nitrosacidococcus tergens	GCF_902810445_NZ_LR778175_Zorya_TypeII_1	GCF_902810445.1_NZ_LR778175_01043	GCF_902810445.1_NZ_LR778175_01045	1	202	A0A7G1QA30	A0A1T4LJB9	W7QDG2	A0A5P9RTD5	0.5051	1	0.143	268	225	0.0	330	597	11	273	0.3256	17	unreviewed	A0A5P9RTD5_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				330.0..597.0	268	602	421..601	97.79	66.04	44.52	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	11.0..273.0	263	702							1.166112957	263.0	0.436877076	0.1661129568106312	0.4873156037828363	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7G1QA30_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5P9RTD5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7G1QA30_A0A5P9RTD5_aligned.pse	54.378414	2638
WP_089067950.1	Zorya	Zorya_TypeII	Shewanella bicestrii	GCF_002216875_NZ_CP022358_Zorya_TypeII_2	GCF_002216875.1_NZ_CP022358_02309	GCF_002216875.1_NZ_CP022358_02314	1	202	A0A220UNN1	A0A1T4LJB9	W7QDG2	K9M4G7	0.5051	1	0.132	274	234	0.0	331	601	18	291	0.663	14	unreviewed	K9M4G7_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..601.0	271	603	134..419	31.12	32.84	44.94	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	18.0..291.0	274	583							0.966832504	271.0	0.46483705	0.03316749585406298	0.17848647159522685	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A220UNN1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/K9M4G7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A220UNN1_K9M4G7_aligned.pse	75.008842	2734
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	B2D322	0.5051	1	0.166	232	150	0.0	346	577	35	215	0.8987	13	unreviewed	B2D322_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				346.0..577.0	232	603	422..602	86.19	67.24	38.47	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	35.0..215.0	181	643							1.066334992	181.0	0.300165837	0.06633499170812596	0.04638525830935944	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B2D322_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_B2D322_aligned.pse	86.223206	2863
WP_063192462.1	Zorya	Zorya_TypeI	Geobacillus sp. JS12	GCF_001592395_NZ_CP014749_Zorya_TypeI_2	GCF_001592395.1_NZ_CP014749_00898	GCF_001592395.1_NZ_CP014749_00901	1	202	A0A142CZW3	A0A355UP19	A0A3P4LWW8	B3KM53	0.4187	1	0.129	110	82	0.0	269	378	463	557	0.14	18	unreviewed	B3KM53_HUMAN	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)		Homo sapiens (Human)						methylation [GO:0032259]; negative regulation of macromolecule biosynthetic process [GO:0010558]; regulation of gene expression [GO:0010468]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA-methyltransferase activity [GO:0009008]; zinc ion binding [GO:0008270]; methylation [GO:0032259]; negative regulation of macromolecule biosynthetic process [GO:0010558]; regulation of gene expression [GO:0010468]	DNA-methyltransferase activity [GO:0009008]; zinc ion binding [GO:0008270]	GO:0005634; GO:0008270; GO:0009008; GO:0010468; GO:0010558; GO:0032259	cd11728; ADDz_Dnmt3b; 1.;	3.40.50.150:FF:000008; DNA (Cytosine-5)-methyltransferase 3A isoform X1; 1.;	"1.10.720.50; PWWP, helical domain; 1.;""3.40.50.150; Vaccinia Virus protein VP39; 1."";""3.30.40.10; Zinc/RING finger domain, C3HC4 (zinc finger); 1."";"	"IPR025766; ADD.;""IPR018117; C5_DNA_meth_AS."";""IPR001525; C5_MeTfrase."";""IPR040552; DNMT3_ADD_GATA1-like."";""IPR049554; DNMT3_ADD_PHD."";""IPR030488; DNMT3B_ADD."";""IPR029063; SAM-dependent_MTases_sf."";""IPR011011; Znf_FYVE_PHD."";""IPR013083; Znf_RING/FYVE/PHD."";"	"PTHR23068:SF9; DNA (CYTOSINE-5)-METHYLTRANSFERASE 3B; 1.;""PTHR23068; DNA CYTOSINE-5- -METHYLTRANSFERASE 3-RELATED; 1."";"	"PF17980; ADD_DNMT3; 1.;""PF00145; DNA_methylase; 1."";""PF21255; DNMT3_ADD_GATA1-like; 1."";"	"PS51533; ADD; 1.;""PS00094; C5_MTASE_1; 1."";""PS51679; SAM_MT_C5; 1."";"			269.0..378.0	110	489							463.0..557.0	95	874	429..590	58.64	100.0	10.87	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	1.787321063	95.0	0.194274029	0.787321063394683	0.8538719643217619	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A142CZW3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B3KM53_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A142CZW3_B3KM53_aligned.pse	8.492338	214
WP_197743802.1	Zorya	Zorya_TypeII	Candidatus Nitrosacidococcus tergens	GCF_902810445_NZ_LR778175_Zorya_TypeII_1	GCF_902810445.1_NZ_LR778175_01043	GCF_902810445.1_NZ_LR778175_01045	1	202	A0A7G1QA30	A0A1T4LJB9	W7QDG2	B2D3J4	0.5051	1	0.151	268	222	0.0	331	598	11	273	0.3883	16	unreviewed	B2D3J4_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..598.0	268	603	422..602	97.79	66.04	44.44	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	11.0..273.0	263	702							1.164179104	263.0	0.43615257	0.16417910447761197	0.4108326094539524	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7G1QA30_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B2D3J4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7G1QA30_B2D3J4_aligned.pse		
WP_005598133.1	Zorya	Zorya_TypeII	Actinobacillus pleuropneumoniae	GCF_021957085_NZ_CP031865_Zorya_TypeII_1,GCF_021957045_NZ_CP031863_Zorya_TypeII_1	GCF_021957045.1_NZ_CP031863_01300,GCF_021957085.1_NZ_CP031865_01298	GCF_021957045.1_NZ_CP031863_01302,GCF_021957085.1_NZ_CP031865_01300	2	201	B4XH94	A0A1T4LJB9	W7QDG2	A0A1J0PTV0	0.5051	1	0.122	431	315	0.0	170	600	10	369	0.05733	19	unreviewed	A0A1J0PTV0_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				170.0..600.0	431	603	134..419	87.41	58.0	71.48	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	10.0..369.0	360	552	49..124	100.0	21.11	65.22	['MotA/TolQ/ExbB proton channel']	['ECO:0000259|Pfam:PF01618']	0.915422886	360.0	0.652173913	0.08457711442786064	1.2416180582253247	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4XH94_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A1J0PTV0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/B4XH94_A0A1J0PTV0_aligned.pse	78.985451	2470
WP_015014489.1	Zorya	Zorya_TypeI	Acidovorax sp. KKS102	GCF_000302535_NC_018708_Zorya_TypeI_2	GCF_000302535.1_NC_018708_02824	GCF_000302535.1_NC_018708_02827	1	202	K0I5J5	A0A7S4UXI5	A0A0D0B8K2	Q4W5H1	4.254e-9	3	0.244	366	267	0.0	11	364	713	1078	4.908e-21	660	unreviewed	Q4W5H1_HUMAN	Uncharacterized protein SMARCA5	SMARCA5	Homo sapiens (Human)			SMARCA5			chromatin remodeling [GO:0006338]	nucleus [GO:0005634]	nucleus [GO:0005634]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; chromatin remodeling [GO:0006338]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005524; GO:0005634; GO:0006338; GO:0016787	cd18793; SF2_C_SNF; 1.;	"3.40.50.10810:FF:000192; Chromodomain helicase DNA-binding protein 3; 1.;""3.40.50.300:FF:000082; ISWI chromatin remodeling complex ATPase ISW1; 1."";"	"3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR014001; Helicase_ATP-bd.;""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";"	"PTHR45623; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 3-RELATED-RELATED; 1.;""PTHR45623:SF54; SWI_SNF RELATED, MATRIX ASSOCIATED, ACTIN DEPENDENT REGULATOR OF CHROMATIN, SUBFAMILY A, MEMBER 5; 1."";"	"PF00271; Helicase_C; 1.;""PF00176; SNF2-rel_dom; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	SM00490; HELICc; 1.;		11.0..364.0	354	367	1..90	88.89	22.6	96.46	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	713.0..1078.0	366	1093	921..1090	92.94	43.17	33.49	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.978201635	354.0	0.964577657	1.9782016348773843	20.30909544594503	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/K0I5J5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q4W5H1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/K0I5J5_Q4W5H1_aligned.pse	2.048531	1817
WP_013032087.1	Zorya	Zorya_TypeII	Nitrosococcus halophilus	GCF_000024725_NC_013960_Zorya_TypeII_2	GCF_000024725.1_NC_013960_01011	GCF_000024725.1_NC_013960_01013	1	202	D5BYY2	A0A1T4LJB9	W7QDG2	C9D5A6	0.5051	1	0.156	244	175	0.0	356	599	12	219	0.1784	27	unreviewed	C9D5A6_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				356.0..599.0	244	603	422..602	98.34	72.95	40.46	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	12.0..219.0	208	606							1.004975124	208.0	0.344941957	0.004975124378109541	0.7486051499598957	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D5BYY2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/C9D5A6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D5BYY2_C9D5A6_aligned.pse	67.053299	2723
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	C8YDI1	0.5051	1	0.159	257	179	0.0	346	602	35	248	0.9633	12	unreviewed	C8YDI1_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				346.0..602.0	257	603	422..602	100.0	70.43	42.62	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	35.0..248.0	214	643							1.066334992	214.0	0.354892206	0.06633499170812596	0.01623843971383504	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/C8YDI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_C8YDI1_aligned.pse	93.291634	2797
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	A0A343V9L9	0.5051	1	0.156	259	202	0.0	340	598	29	268	0.5433	15	unreviewed	A0A343V9L9_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				340.0..598.0	259	603	134..419	27.97	30.89	42.95	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	29.0..268.0	240	643							1.066334992	240.0	0.39800995	0.06633499170812596	0.2649602949662791	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A343V9L9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_A0A343V9L9_aligned.pse	85.936707	2849
