accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_053380697.1	Zorya	Zorya_TypeI	Nitrospira moscoviensis	GCF_001273775_NZ_CP011801_Zorya_TypeI_1	GCF_001273775.1_NZ_CP011801_03090	GCF_001273775.1_NZ_CP011801_03093	1	202	A0A0K2GFK9	A0A101WRB2	A0A6A3CZD7	J3QL43	0.0009236	1	0.113	218	170	0.0	10	202	535	752	0.006019	52	unreviewed	J3QL43_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)	EIF4A1	Homo sapiens (Human)			EIF4A1		UP000005640: Chromosome 17			ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524; GO:0016787	cd18046; DEADc_EIF4AII_EIF4AI_DDX2; 1.;	3.40.50.300:FF:000089; Eukaryotic initiation factor 4A-II; 1.;	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR044728; EIF4A_DEADc."";""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";"	PTHR24031; RNA HELICASE; 1.;	PF00270; DEAD; 1.;	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51195; Q_MOTIF; 1."";"	SM00487; DEXDc; 1.;		10.0..202.0	193	271	63..226	85.37	72.54	71.22	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	535.0..752.0	218	1244	603..786	81.52	68.81	17.52	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	4.590405904	193.0	0.712177122	3.5904059040590406	2.2204756566752097	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0K2GFK9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/J3QL43_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0K2GFK9_J3QL43_aligned.pse	11.588718	937
WP_126401117.1	Zorya	Zorya_TypeI	Blastochloris tepida	GCF_003966715_NZ_AP018907_Zorya_TypeI_2	GCF_003966715.1_NZ_AP018907_02647	GCF_003966715.1_NZ_AP018907_02651	1	202	A0A348G322	A0A355UP19	A0A7Y2U7D2	B7Z8C1	0.0005352	3	0.183	176	125	0.0	56	209	781	956	0.0000489	130	unreviewed	B7Z8C1_HUMAN	ATP-dependent DNA helicase (EC 5.6.2.4)		Homo sapiens (Human)						DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	nucleus [GO:0005634]	nucleus [GO:0005634]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0016887; GO:0043138; GO:0046872	cd18794; SF2_C_RecQ; 1.;	"1.10.10.10:FF:000310; Bloom syndrome RecQ-like helicase; 1.;""1.10.150.80:FF:000003; Bloom syndrome RecQ-like helicase; 1."";""3.40.50.300:FF:000340; Bloom syndrome, RecQ helicase; 1."";"	"1.10.150.80; HRDC domain; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2."";""1.10.10.10; Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain; 1."";"	"IPR004589; DNA_helicase_ATP-dep_RecQ.;""IPR001650; Helicase_C-like."";""IPR010997; HRDC-like_sf."";""IPR002121; HRDC_dom."";""IPR044876; HRDC_dom_sf."";""IPR027417; P-loop_NTPase."";""IPR032284; RecQ_Zn-bd."";""IPR018982; RQC_domain."";""IPR036388; WH-like_DNA-bd_sf."";""IPR036390; WH_DNA-bd_sf."";"	"PTHR13710; DNA HELICASE RECQ FAMILY MEMBER; 1.;""PTHR13710:SF153; RECQ-LIKE DNA HELICASE BLM; 1."";"	"PF00271; Helicase_C; 1.;""PF00570; HRDC; 1."";""PF16124; RecQ_Zn_bind; 1."";""PF09382; RQC; 1."";"	"PS51194; HELICASE_CTER; 1.;""PS50967; HRDC; 1."";"	"SM00490; HELICc; 1.;""SM00341; HRDC; 1."";""SM00956; RQC; 1."";"		56.0..209.0	154	519	64..211	98.65	94.81	29.67	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	781.0..956.0	176	962	783..953	100.0	97.16	18.3	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.853564547	154.0	0.29672447	0.8535645472061657	4.310691140876379	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A348G322_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B7Z8C1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A348G322_B7Z8C1_aligned.pse	3.028937	661
WP_050726769.1	Zorya	Zorya_TypeI	Vulgatibacter incomptus	GCF_001263175_NZ_CP012332_Zorya_TypeI_1	GCF_001263175.1_NZ_CP012332_02985	GCF_001263175.1_NZ_CP012332_02988	1	202	A0A0K1PGI2	A0A355UP19	A0A5N6TKB2	B4DK35	8.384e-37	1	0.196	610	451	0.0	215	824	357	918	8.451e-32	849	unreviewed	B4DK35_HUMAN	cDNA FLJ61591, highly similar to Probable global transcription activator SNF2L2		Homo sapiens (Human)							chromosome [GO:0005694]; nucleoplasm [GO:0005654]	chromosome [GO:0005694]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; histone binding [GO:0042393]; hydrolase activity [GO:0016787]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; histone binding [GO:0042393]; hydrolase activity [GO:0016787]	GO:0004386; GO:0005524; GO:0005654; GO:0005694; GO:0016787; GO:0042393	"cd18063; DEXHc_SMARCA2; 1.;""cd18793; SF2_C_SNF; 1."";"	"3.40.50.10810:FF:000008; Chromatin structure-remodeling complex subunit snf21; 1.;""3.40.5.120:FF:000001; probable global transcription activator SNF2L2 isoform X1; 1."";""1.20.5.170:FF:000089; Putative global transcription activator SNF2L2; 1."";""3.40.50.300:FF:003020; SNF2-related domain-containing protein; 1."";"	"1.20.5.170; -; 1.;""3.40.5.120; -; 1."";""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1."";""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR006576; BRK_domain.;""IPR037259; BRK_sf."";""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR014012; HSA_dom."";""IPR027417; P-loop_NTPase."";""IPR029295; SnAC."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";"	PTHR10799; SNF2/RAD54 HELICASE FAMILY; 1.;	"PF07533; BRK; 1.;""PF00271; Helicase_C; 1."";""PF07529; HSA; 1."";""PF14619; SnAC; 1."";""PF00176; SNF2-rel_dom; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";""PS51204; HSA; 1."";"	"SM00592; BRK; 1.;""SM00487; DEXDc; 1."";""SM00490; HELICc; 1."";""SM00573; HSA; 1."";""SM01314; SnAC; 1."";"		215.0..824.0	610	960	337..502	100.0	27.21	63.54	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	357.0..918.0	562	920	745..912	100.0	29.89	61.09	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	0.958333333	562.0	0.610869565	0.04166666666666663	31.07309189829456	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0K1PGI2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4DK35_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0K1PGI2_B4DK35_aligned.pse	2.501086	2208
WP_013838039.1	Zorya	Zorya_TypeI	Isoptericola variabilis	GCF_000215105_NC_015588_Zorya_TypeI_1	GCF_000215105.1_NC_015588_00878	GCF_000215105.1_NC_015588_00881	1	202	F6FPD4	A0A355UP19	A0A4W5N4R5	A0A2R8Y7T2	3.099e-12	1	0.11	528	334	0.0	15	390	473	1000	1.35e-9	180	unreviewed	A0A2R8Y7T2_HUMAN	RNA helicase (EC 3.6.4.13)	DDX3X	Homo sapiens (Human)			DDX3X		UP000005640: Chromosome X		cytosol [GO:0005829]	cytosol [GO:0005829]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0005829; GO:0016787	"cd18051; DEADc_DDX3; 1.;""cd18787; SF2_C_DEAD; 1."";"	"3.40.50.300:FF:000160; ATP-dependent RNA helicase DDX3X; 1.;""3.40.50.300:FF:000008; ATP-dependent RNA helicase RhlB; 1."";"	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";"	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51194; HELICASE_CTER; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	XP_016884802.1; XM_017029313.1.;	15.0..390.0	376	476	25..217	100.0	51.33	78.99	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	473.0..1000.0	528	1005	498..707	100.0	39.77	52.54	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	2.111344538	376.0	0.789915966	1.111344537815126	8.869666231504992	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/F6FPD4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2R8Y7T2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/F6FPD4_A0A2R8Y7T2_aligned.pse	4.251591	1574
WP_197743802.1	Zorya	Zorya_TypeII	Candidatus Nitrosacidococcus tergens	GCF_902810445_NZ_LR778175_Zorya_TypeII_1	GCF_902810445.1_NZ_LR778175_01043	GCF_902810445.1_NZ_LR778175_01045	1	202	A0A7G1QA30	A0A1T4LJB9	W7QDG2	H9LLT6	0.5051	1	0.137	268	226	0.0	331	598	11	273	0.3567	16	unreviewed	H9LLT6_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..598.0	268	603	422..602	97.79	66.04	44.44	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	11.0..273.0	263	702							1.164179104	263.0	0.43615257	0.16417910447761197	0.44769689066164586	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7G1QA30_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/H9LLT6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7G1QA30_H9LLT6_aligned.pse	55.048855	2659
WP_152501541.1	Zorya	Zorya_TypeI	Labrenzia sp. THAF82	GCF_009363435_NZ_CP045354_Zorya_TypeI_2	GCF_009363435.1_NZ_CP045354_03053	GCF_009363435.1_NZ_CP045354_03056	1	202	A0A5P9D109	A0A101WRB2	A0A6G3I4W6	A0A494C0J6	2.885e-19	1	0.195	402	288	0.0	1	359	467	868	2.99e-16	447	unreviewed	A0A494C0J6_HUMAN	Chromodomain helicase DNA binding protein 1 like	CHD1L	Homo sapiens (Human)			CHD1L		UP000005640: Chromosome 1	chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]		ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	GO:0003678; GO:0005524; GO:0006281; GO:0006338; GO:0016787	cd18006; DEXHc_CHD1L; 1.;	3.40.50.10810:FF:000037; chromodomain-helicase-DNA-binding protein 1-like isoform X1; 1.;	"3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR031053; ALC1.;""IPR002464; DNA/RNA_helicase_DEAH_CS."";""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR000330; SNF2_N."";"	"PTHR47157; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 1-LIKE; 1.;""PTHR47157:SF1; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 1-LIKE; 1."";"	PF00176; SNF2-rel_dom; 1.;	"PS00690; DEAH_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";"	SM00487; DEXDc; 1.;		1.0..359.0	359	365	58..223	100.0	46.24	98.36	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	467.0..868.0	402	1165	860..1029	5.29	2.24	34.51	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	3.191780822	359.0	0.983561644	2.191780821917808	15.524328811675568	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5P9D109_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A494C0J6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5P9D109_A0A494C0J6_aligned.pse	2.302891	1372
WP_193003859.1	Zorya	Zorya_TypeII	Aeromonas simiae	GCF_014892695_NZ_CP040449_Zorya_TypeII_4	GCF_014892695.1_NZ_CP040449_01301	GCF_014892695.1_NZ_CP040449_01304	1	202	A0A5J6WTB4	A0A1T4LJB9	W7QDG2	Q8HG23	0.5051	1	0.137	280	232	0.0	331	600	17	296	0.1139	28	unreviewed	Q8HG23_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)		Homo sapiens (Human)						ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..600.0	270	603	422..602	98.9	66.3	44.78	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	17.0..296.0	280	581							0.963515755	270.0	0.464716007	0.036484245439469265	0.9434762759208994	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5J6WTB4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8HG23_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5J6WTB4_Q8HG23_aligned.pse	48.807571	2357
WP_202636316.1	Zorya	Zorya_TypeI	Rugosibacter aromaticivorans	GCF_000934545_NZ_CP010554_Zorya_TypeI_2	GCF_000934545.1_NZ_CP010554_01011	GCF_000934545.1_NZ_CP010554_01014	1	202	A0A0C5JKT5	A0A6P2MMB1	A0A0C9TXH5	Q9NPP9	7.606e-12	3	0.219	309	199	0.0	3	311	791	1046	9.267e-10	312	unreviewed	Q9NPP9_HUMAN	Helicase C-terminal domain-containing protein		Homo sapiens (Human)								ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]	GO:0004386; GO:0005524; GO:0016787	cd18793; SF2_C_SNF; 1.;		"3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR001650; Helicase_C-like.;""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";""IPR050496; SNF2_RAD54_helicase_repair."";"	"PTHR45629:SF7; DNA EXCISION REPAIR PROTEIN ERCC-6-RELATED; 1.;""PTHR45629; SNF2/RAD54 FAMILY MEMBER; 1."";"	"PF00271; Helicase_C; 1.;""PF00176; SNF2-rel_dom; 1."";"	PS51194; HELICASE_CTER; 1.;	SM00490; HELICc; 1.;		3.0..311.0	309	365	205..349	73.79	34.63	84.66	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	791.0..1046.0	256	1254	619..802	6.52	4.69	20.41	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	3.435616438	256.0	0.701369863	2.4356164383561643	9.033060836978887	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0C5JKT5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q9NPP9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0C5JKT5_Q9NPP9_aligned.pse	1.325229	668
WP_193003859.1	Zorya	Zorya_TypeII	Aeromonas simiae	GCF_014892695_NZ_CP040449_Zorya_TypeII_4	GCF_014892695.1_NZ_CP040449_01301	GCF_014892695.1_NZ_CP040449_01304	1	202	A0A5J6WTB4	A0A1T4LJB9	W7QDG2	X2CH62	0.5051	1	0.136	280	232	0.0	331	600	17	296	0.1589	26	unreviewed	X2CH62_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..600.0	270	603	134..419	31.12	32.96	44.78	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	17.0..296.0	280	581							0.963515755	270.0	0.464716007	0.036484245439469265	0.7988761027926203	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5J6WTB4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/X2CH62_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5J6WTB4_X2CH62_aligned.pse	67.165031	2515
WP_088134451.1	Zorya	Zorya_TypeI	Vibrio gazogenes	GCF_002196515_NZ_CP018835_Zorya_TypeI_2	GCF_002196515.1_NZ_CP018835_03020	GCF_002196515.1_NZ_CP018835_03023	1	202	A0A1Z2SIF7	A0A101WRB2	A0A422PF95	B4DS24	2.707e-7	1	0.116	598	374	0.0	1	424	376	973	4.373e-10	225	unreviewed	B4DS24_HUMAN	RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)								ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524	cd18787; SF2_C_DEAD; 1.;	3.40.50.300:FF:000318; ATP-dependent RNA helicase DDX19B; 1.;	"6.10.250.2170; -; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2."";"	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	NP_001307451.1; NM_001320522.1.;	1.0..424.0	424	447	93..263	100.0	40.33	94.85	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	376.0..973.0	598	1154	823..989	90.42	25.25	51.82	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.581655481	424.0	0.948545861	1.58165548098434	9.359220522655143	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A1Z2SIF7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4DS24_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A1Z2SIF7_B4DS24_aligned.pse	3.13838	666
WP_013032087.1	Zorya	Zorya_TypeII	Nitrosococcus halophilus	GCF_000024725_NC_013960_Zorya_TypeII_2	GCF_000024725.1_NC_013960_01011	GCF_000024725.1_NC_013960_01013	1	202	D5BYY2	A0A1T4LJB9	W7QDG2	A7IYY2	0.5051	1	0.154	244	175	0.0	356	599	12	219	0.1428	29	unreviewed	A7IYY2_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				356.0..599.0	244	603	422..602	98.34	72.95	40.46	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	12.0..219.0	208	606							1.004975124	208.0	0.344941957	0.004975124378109541	0.8452717925598443	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D5BYY2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A7IYY2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D5BYY2_A7IYY2_aligned.pse	67.571251	2687
