entryID	repID	eValue
A0A7W2GTD6	A0A017SEA6	1909294
A0A830CI18	A0A017SEA6	374723
B9S219	A0A017SEA6	3988
M0DYR8	A0A017SEA6	1227465
Q0V7G8	A0A017SEA6	321614
A0A017SF07	A0A017SF07	1388766
A0A2S5Y7V3	A0A017SF07	145458
A0A2U1T4Y5	A0A017SF07	2080740
A0A376GE35	A0A017SF07	343874
A0A3P6PFY7	A0A017SF07	60516
A0A493TEK2	A0A017SF07	8840
A0A4X3P9J3	A0A017SF07	54126
A0A7R8A2A6	A0A017SF07	1069201
H8IHW9	A0A017SF07	487521
A0A017SF30	A0A017SF30	1388766
A0A1I3S6M2	A0A017SF30	36841
A0A7V8D9Y3	A0A017SF30	2060921
A0A017SF36	A0A017SF36	1388766
A0A5N7DUP7	A0A017SF36	1825620
A0A017SF64	A0A017SF64	1388766
A0A1E3BU66	A0A017SF64	573508
A0A017SF78	A0A017SF78	1388766
A0A1Q8W1R5	A0A017SF78	544580
A0A7W1RES2	A0A017SF78	1913988
A0A017SFE4	A0A017SFE4	1388766
A0A842ZHJ6	A0A017SFE4	2026714
A0A017SFG4	A0A017SFG4	1388766
A0A1V6QC44	A0A017SFG4	416450
A0A316U035	A0A017SFG4	1684307
A0A517WYA0	A0A017SFG4	2527964
A0A5N6GAB8	A0A017SFG4	209559
A0A5N6Z879	A0A017SFG4	138285
A0A017SFI8	A0A017SFI8	1388766
A0A1E3BBA5	A0A017SFI8	573508
A0A2T6ZMU9	A0A017SFI8	42251
A0A017SFM7	A0A017SFM7	1388766
A0A0F4YIW7	A0A017SFM7	1408163
A0A0F7VAK1	A0A017SFM7	104259
A0A0K8LKY0	A0A017SFM7	91492
A0A135LI36	A0A017SFM7	5078
A0A165JXH6	A0A017SFM7	1328760
A0A2I2F4D1	A0A017SFM7	41067
A0A5M8PIJ2	A0A017SFM7	136370
A0A7R7VKH7	A0A017SFM7	182096
A0A807CFA0	A0A017SFM7	935546
A0A812U8Q0	A0A017SFM7	878477
B8MK61	A0A017SFM7	441959
D4B3T5	A0A017SFM7	663331
F9XR82	A0A017SFM7	336722
H0EV99	A0A017SFM7	1104152
A0A017SG12	A0A017SG12	1388766
A0A1L9RKF2	A0A017SG12	1073089
A1DJS1	A0A017SG12	331117
A0A017SG27	A0A017SG27	1388766
A0A367KYQ1	A0A017SG27	1330021
B6HX27	A0A017SG27	500485
G2QST5	A0A017SG27	578455
A0A017SGF2	A0A017SGF2	1388766
A0A0F4YEP3	A0A017SGF2	1408163
A0A1L9SRL7	A0A017SGF2	1073090
A0A225B0B0	A0A017SGF2	1441469
A0A3A2ZAL7	A0A017SGF2	2070753
A0A6A6ALK0	A0A017SGF2	1392245
A0A6A6WGS6	A0A017SGF2	470096
A0A6G1GHJ2	A0A017SGF2	1392243
R7YHJ5	A0A017SGF2	1168221
A0A017SGM8	A0A017SGM8	1388766
A0A7S8HYC1	A0A017SGM8	5516
A0A017SH09	A0A017SH09	1388766
A0A4Q4W9B7	A0A017SH09	2211645
A0A017SH74	A0A017SH74	1388766
A0A1S9RMN9	A0A017SH74	104259
A0A017SHE0	A0A017SHE0	1388766
A0A812C1E3	A0A017SHE0	158019
A0A017SIC2	A0A017SIC2	1388766
A0A165FYC6	A0A017SIC2	1328760
A0A225AFL3	A0A017SIC2	1441469
A0A2I1CQR0	A0A017SIC2	1392248
A0A5M3ZD86	A0A017SIC2	33178
A0A017SIK5	A0A017SIK5	1388766
A0A2I0RZ70	A0A017SIK5	348901
A0A2Z7CNX1	A0A017SIK5	472368
A0A830C0E0	A0A017SIK5	374723
A0A017SIV5	A0A017SIV5	1388766
K2T0K2	A0A017SIV5	1126212
A0A017SIZ6	A0A017SIZ6	1388766
A0A0D7AMX8	A0A017SIZ6	1128425
A0A0G4G6Q5	A0A017SIZ6	1169474
A0A1E3BGQ6	A0A017SIZ6	573508
A0A2B7XWW2	A0A017SIZ6	1447883
A0A2S4W6B7	A0A017SIZ6	27350
A0A2V3INR1	A0A017SIZ6	448386
A0A2Z7C2S4	A0A017SIZ6	472368
A0A310SSQ4	A0A017SIZ6	516756
A0A384BMA2	A0A017SIZ6	29073
A0A423TQ83	A0A017SIZ6	6689
A0A699H6K3	A0A017SIZ6	118510
A0A813DT81	A0A017SIZ6	89957
A0A814H7A2	A0A017SIZ6	1234261
B0W1R0	A0A017SIZ6	7176
C0P8B5	A0A017SIZ6	4577
K7KHR6	A0A017SIZ6	3847
A0A017SJ79	A0A017SJ79	1388766
A0A0F7SA24	A0A017SJ79	49012
A0A1E3BCC7	A0A017SJ79	573508
A0A1Y2FM91	A0A017SJ79	2754530
A0A4V0YZK8	A0A017SJ79	2509675
C7ZQ28	A0A017SJ79	660122
R4X6K9	A0A017SJ79	1097556
R9NXR0	A0A017SJ79	1305764
A0A017SJ93	A0A017SJ93	1388766
A0A182UIM8	A0A017SJ93	34690
A0A017SJA7	A0A017SJA7	1388766
A0A094HA85	A0A017SJA7	1420912
A0A6H0XWC5	A0A017SJA7	286661
A0A017SJB5	A0A017SJB5	1388766
A0A1E3BJK3	A0A017SJB5	573508
A0A3D8RRX3	A0A017SJB5	1810919
A0A017SJY3	A0A017SJY3	1388766
A0A6G1H865	A0A017SJY3	1176131
A0A017SK23	A0A017SK23	1388766
A0A0S4J209	A0A017SK23	75058
A0A6J0NK10	A0A017SK23	3726
U6M865	A0A017SK23	5804
A0A017SK43	A0A017SK43	1388766
A0A317VM68	A0A017SK43	1448314
A0A017SK70	A0A017SK70	1388766
A0A4V6RQQ7	A0A017SK70	1220188
A0A017SKE3	A0A017SKE3	1388766
A0A094IEM3	A0A017SKE3	1420915
A0A0B0EHC1	A0A017SKE3	237368
A0A0E3LNV6	A0A017SKE3	1434108
A0A0E3RC07	A0A017SKE3	1434115
A0A0N1HDF7	A0A017SKE3	1592329
A0A1H2G2V0	A0A017SKE3	1881061
A0A1L9WFQ9	A0A017SKE3	690307
A0A2S3URA7	A0A017SKE3	281252
A0A3N5M415	A0A017SKE3	1883427
A0A437LKF5	A0A017SKE3	2499834
A0A521G1X0	A0A017SKE3	2005002
A0A522A2F1	A0A017SKE3	2026799
A0A6G2IJQ0	A0A017SKE3	2692198
A0A7C3X9N1	A0A017SKE3	1883427
A0A7J4MWR9	A0A017SKE3	145262
A0A7J9TMY3	A0A017SKE3	2056317
A0A7L4QPQ0	A0A017SKE3	1906667
A0A7R7VRN5	A0A017SKE3	182096
A0A7W0EL14	A0A017SKE3	2053307
A0A7W0NCT2	A0A017SKE3	2448782
D9WXJ9	A0A017SKE3	591159
A0A017SKW7	A0A017SKW7	1388766
A0A367KTC5	A0A017SKW7	4846
A0A4Z1G4T5	A0A017SKW7	278948
A0A017SKX5	A0A017SKX5	1388766
A0A397UZJ3	A0A017SKX5	44941
A0A017SKZ7	A0A017SKZ7	1388766
A0A022PQQ0	A0A017SKZ7	4155
A0A024T8M8	A0A017SKZ7	157072
A0A066VVC1	A0A017SKZ7	1037660
A0A066VYN2	A0A017SKZ7	1037660
A0A0C3GQ15	A0A017SKZ7	913774
A0A0C3SDR6	A0A017SKZ7	745531
A0A0E9NL68	A0A017SKZ7	698492
A0A0F4Z673	A0A017SKZ7	1408163
A0A0F7U0P6	A0A017SKZ7	104259
A0A0F7ZHB6	A0A017SKZ7	1043627
A0A0G2HF56	A0A017SKZ7	158046
A0A0G4FYK7	A0A017SKZ7	1169474
A0A0K9RIM9	A0A017SKZ7	3562
A0A0L0DHY5	A0A017SKZ7	461836
A0A0P1BHI5	A0A017SKZ7	401625
A0A0Q7VBE2	A0A017SKZ7	1736470
A0A103YBJ8	A0A017SKZ7	59895
A0A132AD63	A0A017SKZ7	52283
A0A165DR51	A0A017SKZ7	1353952
A0A166AYC3	A0A017SKZ7	1314776
A0A167E6B8	A0A017SKZ7	796027
A0A175W1K0	A0A017SKZ7	100816
A0A177TIH3	A0A017SKZ7	43049
A0A194XEQ0	A0A017SKZ7	149040
A0A1D2MUI4	A0A017SKZ7	48709
A0A1E3JVH7	A0A017SKZ7	1296118
A0A1F5KD27	A0A017SKZ7	1797777
A0A1M8A2T3	A0A017SKZ7	1230383
A0A1S3DUN7	A0A017SKZ7	3827
A0A1U7LK32	A0A017SKZ7	1198029
A0A1V0QS34	A0A017SKZ7	91752
A0A1X7L6U6	A0A017SKZ7	1515439
A0A1Y1HX07	A0A017SKZ7	105231
A0A1Y2C1S8	A0A017SKZ7	329046
A0A1Y2IPE7	A0A017SKZ7	1353009
A0A1Y2UBV5	A0A017SKZ7	1001938
A0A1Z5K058	A0A017SKZ7	1519565
A0A1Z5KI74	A0A017SKZ7	1519565
A0A1Z5KPP3	A0A017SKZ7	1519565
A0A257RLA8	A0A017SKZ7	1970489
A0A2B7Y1T1	A0A017SKZ7	1447875
A0A2D2ATM7	A0A017SKZ7	69666
A0A2D7H6C7	A0A017SKZ7	2026785
A0A2E4WZB0	A0A017SKZ7	2026763
A0A2G5UYY1	A0A017SKZ7	1611254
A0A2J6MTL5	A0A017SKZ7	2066022
A0A2N1LHS4	A0A017SKZ7	5544
A0A2P2LID6	A0A017SKZ7	61149
A0A2P9I9G0	A0A017SKZ7	1955414
A0A2R5G7J8	A0A017SKZ7	2315210
A0A2R5GC08	A0A017SKZ7	2315210
A0A2S5BI38	A0A017SKZ7	741276
A0A2V3IRV4	A0A017SKZ7	448386
A0A2W1GVL1	A0A017SKZ7	45151
A0A317WBS9	A0A017SKZ7	1450535
A0A318YD25	A0A017SKZ7	1448310
A0A349E3V6	A0A017SKZ7	2053581
A0A364KNM5	A0A017SKZ7	1196081
A0A367YYE6	A0A017SKZ7	2268447
A0A368EPJ5	A0A017SKZ7	1869227
A0A3A3A4T7	A0A017SKZ7	2070753
A0A3B8L8D8	A0A017SKZ7	2026763
A0A3C1DQG2	A0A017SKZ7	1883427
A0A3D8R4J7	A0A017SKZ7	1810919
A0A3L8RZV9	A0A017SKZ7	44316
A0A3N4J788	A0A017SKZ7	1336337
A0A3S4B8C4	A0A017SKZ7	2587410
A0A418W971	A0A017SKZ7	2320859
A0A433PMV1	A0A017SKZ7	2340872
A0A443HHF0	A0A017SKZ7	264951
A0A443PCP1	A0A017SKZ7	337451
A0A4Q7IYC4	A0A017SKZ7	2510978
A0A4U0XZG2	A0A017SKZ7	331657
A0A4U5ND87	A0A017SKZ7	34508
A0A4Y7PLG9	A0A017SKZ7	50990
A0A4Y7QH59	A0A017SKZ7	50990
A0A507CZA3	A0A017SKZ7	286115
A0A507ECM7	A0A017SKZ7	109895
A0A520XJX1	A0A017SKZ7	2201156
A0A538BZ46	A0A017SKZ7	1883427
A0A5C3KW78	A0A017SKZ7	230819
A0A5J4YPM6	A0A017SKZ7	35688
A0A5N5DDX1	A0A017SKZ7	45133
A0A6A4HNM6	A0A017SKZ7	1447944
A0A6A5XBH7	A0A017SKZ7	1450172
A0A6A6BM59	A0A017SKZ7	1176127
A0A6A6LVR9	A0A017SKZ7	3981
A0A6A6T9V9	A0A017SKZ7	1314788
A0A6A6XZ86	A0A017SKZ7	1314802
A0A6P7FKQ6	A0A017SKZ7	50390
A0A6S8BAJ2	A0A017SKZ7	215587
A0A6U8WH78	A0A017SKZ7	2903
A0A7C3EUM3	A0A017SKZ7	2026780
A0A7C7Y686	A0A017SKZ7	2026763
A0A7R9ZJB6	A0A017SKZ7	2749911
A0A7S0EAJ6	A0A017SKZ7	33657
A0A7S0MNX3	A0A017SKZ7	233186
A0A7S0T8S1	A0A017SKZ7	708628
A0A7S0YKW7	A0A017SKZ7	464990
A0A7S2FJT6	A0A017SKZ7	236787
A0A7S2Q875	A0A017SKZ7	1333877
A0A7S2SKG3	A0A017SKZ7	96639
A0A7S3PGD2	A0A017SKZ7	215587
A0A7S3Z824	A0A017SKZ7	91324
A0A7S4HL85	A0A017SKZ7	265563
A0A7S4NGT7	A0A017SKZ7	265563
A0A7S4Q3H0	A0A017SKZ7	311494
A0A803N8H9	A0A017SKZ7	63459
A0A811X807	A0A017SKZ7	51655
A0A813J650	A0A017SKZ7	89957
A0A834T1U0	A0A017SKZ7	362788
A0A8A7WS63	A0A017SKZ7	1898111
B0XW57	A0A017SKZ7	451804
C1MMZ0	A0A017SKZ7	564608
D3AVQ8	A0A017SKZ7	670386
D7SH54	A0A017SKZ7	29760
D8SYR3	A0A017SKZ7	88036
E4ZNT0	A0A017SKZ7	985895
E6ZY04	A0A017SKZ7	999809
F4NVJ4	A0A017SKZ7	684364
G2QNW4	A0A017SKZ7	573729
M5C783	A0A017SKZ7	1108050
N1QK15	A0A017SKZ7	692275
Q23116	A0A017SKZ7	6239
Q9FGM7	A0A017SKZ7	3702
Q9XU55	A0A017SKZ7	6239
R4XD99	A0A017SKZ7	1097556
R4XEX1	A0A017SKZ7	1097556
R7SD32	A0A017SKZ7	741705
S8ASL7	A0A017SKZ7	933388
U1GE18	A0A017SKZ7	1263415
U4KUT5	A0A017SKZ7	1076935
V5E6W7	A0A017SKZ7	1365824
A0A017SLE5	A0A017SLE5	1388766
A0A507CW99	A0A017SLE5	286115
A0A017SLG8	A0A017SLG8	1388766
A0A1L9VFR4	A0A017SLG8	1160497
A0A017SLI7	A0A017SLI7	1388766
A0A2E7CQ57	A0A017SLI7	1977087
A0A017SLQ7	A0A017SLQ7	1388766
A0A0D3DVT3	A0A017SLQ7	109376
K1QUK8	A0A017SLQ7	29159
A0A017SM19	A0A017SM19	1388766
A0A1E3B2P1	A0A017SM19	573508
A0A017SM57	A0A017SM57	1388766
A0A1Q5T6V9	A0A017SM57	1316194
A0A7R7XWY2	A0A017SM57	1220207
A0A017SM67	A0A017SM67	1388766
A0A6P6UKJ1	A0A017SM67	13443
A0A017SM69	A0A017SM69	1388766
A0A5N6TQ68	A0A017SM69	36643
A0A017SMB9	A0A017SMB9	1388766
A0A1E3BDD0	A0A017SMB9	573508
A0A017SMC7	A0A017SMC7	1388766
A0A1D2M842	A0A017SMC7	48709
A0A1I8C501	A0A017SMC7	114890
W9YVP0	A0A017SMC7	1089452
A0A017SNB8	A0A017SNB8	1388766
A0A0F4YZU5	A0A017SNB8	1408163
A0A0F8V4I9	A0A017SNB8	308745
A0A1V6NUZ8	A0A017SNB8	69771
A0A1V6TCN1	A0A017SNB8	303698
A0A428TIA7	A0A017SNB8	1325735
A0A444XRW1	A0A017SNB8	3818
A0A7J5ZCE1	A0A017SNB8	36200
A0A813J839	A0A017SNB8	89957
B8MD63	A0A017SNB8	441959
A0A017SNF5	A0A017SNF5	1388766
A0A0U5GEA8	A0A017SNF5	454130
A0A2I2FI51	A0A017SNF5	41067
A0A2I2G3H3	A0A017SNF5	1392250
A0A2T5M7S9	A0A017SNF5	1392256
A0A319D3T6	A0A017SNF5	1448320
A0A3F3PYZ2	A0A017SNF5	1341132
A0A4T0QVR2	A0A017SNF5	1708541
D2VUV4	A0A017SNF5	5762
A0A017SNR2	A0A017SNR2	1388766
A0A6P3D0Y7	A0A017SNR2	6945
M3AJV8	A0A017SNR2	383855
A0A017SNT1	A0A017SNT1	1388766
A0A066VJD2	A0A017SNT1	1037660
A0A074WPB3	A0A017SNT1	1043004
A0A0C3BJJ3	A0A017SNT1	765440
A0A0J8RF20	A0A017SNT1	396776
A0A0L1IZH5	A0A017SNT1	1509407
A0A1B7YCD9	A0A017SNT1	759273
A0A1Y2HAG4	A0A017SNT1	765915
A0A1Y2TF54	A0A017SNT1	1001937
A0A2J6THG1	A0A017SNT1	1095630
A0A369JPJ3	A0A017SNT1	39966
A0A4V5NAA7	A0A017SNT1	331657
A0A545V183	A0A017SNT1	43265
A0A6H0Y4S1	A0A017SNT1	286661
A5E233	A0A017SNT1	379508
A0A017SPL5	A0A017SPL5	1388766
A0A3A2ZNH1	A0A017SPL5	2070753
A0A5M9MLA8	A0A017SPL5	1220188
B0DE52	A0A017SPL5	486041
A0A017SPX8	A0A017SPX8	1388766
A0A059J1V2	A0A017SPX8	1215338
A0A0C3CBX0	A0A017SPX8	913774
A0A0C9LZ73	A0A017SPX8	1603295
A0A0N1P0H9	A0A017SPX8	1664694
A0A0U5GYF8	A0A017SPX8	454130
A0A136JJ47	A0A017SPX8	196109
A0A175WAE5	A0A017SPX8	100816
A0A194XN57	A0A017SPX8	149040
A0A1B5KYT3	A0A017SPX8	1159556
A0A1L9RIP1	A0A017SPX8	1073089
A0A1L9SF20	A0A017SPX8	1073090
A0A1Q5TC27	A0A017SPX8	1316194
A0A1S8B5W3	A0A017SPX8	420778
A0A232LV38	A0A017SPX8	519963
A0A2B7WNS7	A0A017SPX8	1447883
A0A2I1C7V0	A0A017SPX8	1392255
A0A2J6S568	A0A017SPX8	1149755
A0A2K1QT56	A0A017SPX8	2082308
A0A2K5W525	A0A017SPX8	9541
A0A2P7ZUU4	A0A017SPX8	40998
A0A2S7QSH3	A0A017SPX8	2070412
A0A2T2PBW9	A0A017SPX8	1448308
A0A317WUG0	A0A017SPX8	1448321
A0A364NBH2	A0A017SPX8	183478
A0A370TJB4	A0A017SPX8	2656787
A0A397GCH0	A0A017SPX8	41047
A0A3A2ZB78	A0A017SPX8	2070753
A0A3D8RLP7	A0A017SPX8	1849047
A0A3M2T272	A0A017SPX8	1960876
A0A443HQB9	A0A017SPX8	264951
A0A4Q4ZY03	A0A017SPX8	2211643
A0A4U0TW86	A0A017SPX8	706561
A0A4U0WY41	A0A017SPX8	331657
A0A4Z1NQ10	A0A017SPX8	86259
A0A507QSM0	A0A017SPX8	5098
A0A5E8C251	A0A017SPX8	2606893
A0A5M3Z0I9	A0A017SPX8	33178
A0A5M9JWP4	A0A017SPX8	38448
A0A5M9NA41	A0A017SPX8	1220188
A0A5N6YZN5	A0A017SPX8	138285
A0A672UEV8	A0A017SPX8	2489341
A0A6A5T774	A0A017SPX8	706981
A0A6A5ZNW0	A0A017SPX8	690887
A0A6A6EU40	A0A017SPX8	1314779
A0A6A6GXJ7	A0A017SPX8	1048519
A0A6A6IBZ8	A0A017SPX8	390896
A0A6A6JM16	A0A017SPX8	318751
A0A6A6QJJ0	A0A017SPX8	390894
A0A6A6TEB4	A0A017SPX8	1314788
A0A6A6UNN8	A0A017SPX8	703497
A0A6A6XKW6	A0A017SPX8	1314802
A0A6C1LLH0	A0A017SPX8	5501
A0A6G1G104	A0A017SPX8	1392243
A0A7C8MCA8	A0A017SPX8	100035
A0A7H8RB63	A0A017SPX8	121627
A0A7R7XRI7	A0A017SPX8	1220207
A0A843URC8	A0A017SPX8	4460
F0X7C4	A0A017SPX8	655863
G2RGB0	A0A017SPX8	578455
M7SCJ7	A0A017SPX8	1287681
Q2GNA9	A0A017SPX8	306901
R7YKC5	A0A017SPX8	1168221
S3E4I6	A0A017SPX8	1116229
S7Z3S3	A0A017SPX8	933388
U1FW45	A0A017SPX8	1263415
U7PLY7	A0A017SPX8	1391915
A0A017SQA0	A0A017SQA0	1388766
A0A560T636	A0A017SQA0	2572678
A0A7S2RGR7	A0A017SQA0	49252
A0A833T7Y4	A0A017SQA0	51240
A0A835P2U3	A0A017SQA0	245042
A0A017SQC2	A0A017SQC2	1388766
A0A3Q1MQU6	A0A017SQC2	9913
A0A017SQH1	A0A017SQH1	1388766
A0A197JGH6	A0A017SQH1	1314771
A0A2H2IE69	A0A017SQH1	281687
A0A2H5SBG2	A0A017SQH1	747089
A0A397UL26	A0A017SQH1	44941
A0A4S3J5S2	A0A017SQH1	1220188
A0A4W4FWC0	A0A017SQH1	8005
A0A5N5X5I8	A0A017SQH1	41062
A0A5N6TUQ6	A0A017SQH1	36643
A0A6A5DZV9	A0A017SQH1	8168
A0A6G0UT75	A0A017SQH1	2598192
A0A6G0WFB7	A0A017SQH1	100861
A0A6P3X012	A0A017SQH1	609295
A0A7E4W882	A0A017SQH1	6233
J3PA83	A0A017SQH1	644352
K2QHP2	A0A017SQH1	1126212
A0A017SQH9	A0A017SQH9	1388766
A0A094CI46	A0A017SQH9	1420909
A0A0F4Z4V1	A0A017SQH9	1408163
A0A0L1INW8	A0A017SQH9	1509407
A0A0U1M041	A0A017SQH9	28573
A0A164P7L2	A0A017SQH9	35525
A0A1L9RGE6	A0A017SQH9	1073089
A0A225VYJ4	A0A017SQH9	4795
A0A229Y6W6	A0A017SQH9	746128
A0A2B7YB58	A0A017SQH9	1447883
A0A2I1DDM4	A0A017SQH9	1392248
A0A317VB95	A0A017SQH9	1450535
A0A318ZIA2	A0A017SQH9	1448310
A0A319D933	A0A017SQH9	1448320
A0A388KRE9	A0A017SQH9	69332
A0A395I197	A0A017SQH9	1450537
A0A3L6S060	A0A017SQH9	4540
A0A3M2SZP8	A0A017SQH9	1960876
A0A4S3J0Z8	A0A017SQH9	1220188
A0A507QR33	A0A017SQH9	5098
A0A5M3YMC5	A0A017SQH9	33178
A0A5N5XA84	A0A017SQH9	41062
A0A5N7BLX0	A0A017SQH9	1226010
A0A5N7BXL1	A0A017SQH9	209559
A0A699HIL2	A0A017SQH9	118510
A0A6A3HGQ7	A0A017SQH9	129364
A0A6A3VX32	A0A017SQH9	53985
A0A6A4C432	A0A017SQH9	53985
A0A6A6SGX2	A0A017SQH9	1314788
A0A6G0Q5Y1	A0A017SQH9	53985
A0A7C8GXI1	A0A017SQH9	37727
A0A7J6ID52	A0A017SQH9	1213859
A0A7J7JUP0	A0A017SQH9	10212
A0A7S0IGT9	A0A017SQH9	38833
A1CJT4	A0A017SQH9	344612
C0NAN3	A0A017SQH9	447093
C4JZU1	A0A017SQH9	336963
E4V2P8	A0A017SQH9	535722
J3K3Q6	A0A017SQH9	246410
M9ME54	A0A017SQH9	1151754
Q109I7	A0A017SQH9	39947
V5G4W3	A0A017SQH9	1356009
W3VK37	A0A017SQH9	84754
A0A017SQK7	A0A017SQK7	1388766
A0A4U5U8Q0	A0A017SQK7	240159
A0A4Z2IEC6	A0A017SQK7	230148
A0A017SQM2	A0A017SQM2	1388766
A0A1R2D0M6	A0A017SQM2	5963
A0A2B7YS76	A0A017SQM2	1447883
A0A2C5ZYU8	A0A017SQM2	2004951
A0A2E6X4L8	A0A017SQM2	2024836
A0A3N5KQE5	A0A017SQM2	2006849
A0A443I569	A0A017SQM2	264951
A0A4Q3IIK1	A0A017SQM2	2026763
A0A5K1K4L6	A0A017SQM2	34458
A0A7Y5HZP4	A0A017SQM2	2030806
A0A017SQN8	A0A017SQN8	1388766
A0A218KQ74	A0A017SQN8	169402
A0A397GWC5	A0A017SQN8	41047
A0A017SQS7	A0A017SQS7	1388766
A0A1Q3ENI1	A0A017SQS7	5353
A0A017SR32	A0A017SR32	1388766
A0A0C9TCM4	A0A017SR32	664439
A0A2D5S3W1	A0A017SR32	2026779
A0A2E5Q6E2	A0A017SR32	1977087
A0A2H5VVW7	A0A017SR32	2035404
A0A2T7ITE1	A0A017SR32	68886
A0A482UQZ2	A0A017SR32	1906665
A0A6A4W586	A0A017SR32	1232801
A0A7C0W265	A0A017SR32	2053509
A0A7I8WSH9	A0A017SR32	6326
A0A7J4RM84	A0A017SR32	2670411
A0A7K3YVZ3	A0A017SR32	2193
A0A7X9K2K7	A0A017SR32	1978231
A0A831YB43	A0A017SR32	309806
A0A832ZS18	A0A017SR32	2250277
A0A836THL4	A0A017SR32	2358456
E5AKZ7	A0A017SR32	882378
S9UVG4	A0A017SR32	28005
A0A017SRI7	A0A017SRI7	1388766
A0A4C1XV32	A0A017SRI7	151549
A0A6G0WFE5	A0A017SRI7	100861
A0A6H5KHP9	A0A017SRI7	867726
W6QR61	A0A017SRI7	1365484
A0A017SRN7	A0A017SRN7	1388766
A0A4S9CFB0	A0A017SRN7	5580
A0A017SSL8	A0A017SSL8	1192034
A0A4Q3ADH7	A0A017SSL8	2026800
A0A017SSN3	A0A017SSN3	1192034
A0A017ST64	A0A017SSN3	1192034
A0A0K1ELA5	A0A017SSN3	52
A0A120E650	A0A017SSN3	1305733
A0A139AXQ1	A0A017SSN3	1344416
A0A226MDM2	A0A017SSN3	9009
A0A2A2JHJ2	A0A017SSN3	2018661
A0A2N9AIT1	A0A017SSN3	408
A0A4R4LF53	A0A017SSN3	2530380
A0A831YQN6	A0A017SSN3	2282150
D8LBT1	A0A017SSN3	2880
M4C1N5	A0A017SSN3	559515
A0A017SSQ6	A0A017SSQ6	1192034
A0A850BGQ1	A0A017SSQ6	2268199
A0A017SST2	A0A017SST2	1388766
A0A1L9VCR6	A0A017SST2	1160497
A0A017SSY9	A0A017SSY9	1192034
A0A7X7GRA8	A0A017SSY9	2026763
A0A017ST60	A0A017ST60	1388766
A0A0D2GAL5	A0A017ST60	1442368
A0A0F7VDY8	A0A017ST60	104259
A0A0U5CLZ5	A0A017ST60	454130
A0A1E3QL54	A0A017ST60	984486
A0A1L9S0C1	A0A017ST60	1073089
A0A1L9SPE0	A0A017ST60	1073090
A0A1U8QMN8	A0A017ST60	227321
A0A1V6TAP6	A0A017ST60	303698
A0A232LTU8	A0A017ST60	519963
A0A2I2F380	A0A017ST60	41067
A0A443HNL4	A0A017ST60	264951
A0A4V3UPS2	A0A017ST60	1220188
A0A507QPP1	A0A017ST60	5098
A0A5N5X001	A0A017ST60	41062
A0A5N6SFP1	A0A017ST60	132259
A0A5N6U851	A0A017ST60	36643
A0A6C1M0X3	A0A017ST60	5501
A0A7C8KV95	A0A017ST60	37727
A0A7R8AP89	A0A017ST60	1220207
C0NJX3	A0A017ST60	447093
C1GVV6	A0A017ST60	502779
F2S2Y8	A0A017ST60	647933
M7NNR2	A0A017ST60	1069680
S7ZRV1	A0A017ST60	933388
A0A017STE8	A0A017STE8	1192034
A0A0P1GNT4	A0A017STE8	340021
A0A017STL3	A0A017STL3	1192034
A0A4P2QKB4	A0A017STL3	56
A9FQF6	A0A017STL3	448385
A0A017STR3	A0A017STR3	1192034
A0A017TFK0	A0A017STR3	1192034
A0A0B0EGZ0	A0A017STR3	237368
A0A0G1YX22	A0A017STR3	1618804
A0A1F5H5K5	A0A017STR3	1797718
A0A1G3TEL7	A0A017STR3	1802253
A0A1W7QVI2	A0A017STR3	60036
A0A2V6WBS7	A0A017STR3	2053607
A0A317MZ20	A0A017STR3	886464
A0A3D3QN37	A0A017STR3	2026742
A0A3E0B874	A0A017STR3	48
A0A3S0BSQ1	A0A017STR3	2006849
A0A431HJT7	A0A017STR3	2026720
A0A4Q5LFL6	A0A017STR3	2025506
A0A4R2LAN2	A0A017STR3	1133106
A0A4Z0Q2D1	A0A017STR3	2563114
A0A4Z1ACL0	A0A017STR3	2484932
A0A534ACP0	A0A017STR3	2026742
A0A7V9RF62	A0A017STR3	2026735
A0A7W0NUY7	A0A017STR3	2052146
A0A7W0VXP3	A0A017STR3	2026735
A0A7W1MLF5	A0A017STR3	2026735
A0A848X354	A0A017STR3	2026742
A0A017STX0	A0A017STX0	1192034
A0A4U1IWQ4	A0A017STX0	889272
A0A017STZ6	A0A017STZ6	1192034
A0A220VCY0	A0A017STZ6	1755811
A0A2D8B9E2	A0A017STZ6	1872635
A0A2E5C969	A0A017STZ6	2024853
A0A2R7QM00	A0A017STZ6	2056840
A0A349MS93	A0A017STZ6	1891241
A0A381YRU5	A0A017STZ6	408172
A0A3G3IP86	A0A017STZ6	2360
A0A7C0VJC8	A0A017STZ6	1977087
A0A7C5QQF3	A0A017STZ6	287478
A0A7C7VWF1	A0A017STZ6	2528252
A0A7U6QQ19	A0A017STZ6	2517899
A0A7V8TT28	A0A017STZ6	1914406
A0A7W2GY81	A0A017STZ6	1909294
A0A7X8HI56	A0A017STZ6	2021368
A0A7X8ILU5	A0A017STZ6	2093811
A0A7Z8JX96	A0A017STZ6	156981
A0A833D5U9	A0A017STZ6	2015799
A0A836RNP2	A0A017STZ6	2528828
C6M5C1	A0A017STZ6	547045
D4G8H6	A0A017STZ6	515618
W7WJM5	A0A017STZ6	1437443
W9UUV2	A0A017STZ6	1229521
