sapID	sapGO	repID	cluFlag	LCAtaxID
A0A0S2Z5F4	N/A	A0A0S2Z5F4	4	N/A
A0A0S2Z5F8	N/A	A0A0S2Z5F8	4	N/A
A0A0S2Z5H4	N/A	A0A0S2Z5H4	4	N/A
A0A0S2Z5H8	N/A	A0A0S2Z5H8	4	N/A
A0A0S2Z5J7	N/A	A0A0S2Z5J7	3	N/A
A0A0S2Z5J8	N/A	A0A0S2Z5J8	3	N/A
A0A0S2Z5K2	N/A	A0A0S2Z5K2	4	N/A
A0A0S2Z5E1	GO:0008270;	A0A0S2Z5K5	2	9606
A0A0S2Z5J5	GO:0008270;	A0A0S2Z5K5	1	9606
A0A0S2Z5K5	GO:0008270;	A0A0S2Z5K5	2	9606
A0A0S2Z5N7	GO:0008270;	A0A0S2Z5K5	1	9606
A0A0S2Z602	GO:0008270;	A0A0S2Z5K5	1	9606
A0A0S2Z6A9	GO:0008270;	A0A0S2Z5K5	1	9606
A0A804HK41	GO:0005634;GO:0001741;GO:0035064;GO:0008270;GO:0007129;GO:0045911;GO:2000781;GO:0007283;	A0A0S2Z5K5	1	9606
B4DXS7	GO:0008270;	A0A0S2Z5K5	1	9606
Q9H0M4	GO:0005694;GO:0005634;GO:0008327;GO:0035064;GO:0008270;GO:0030154;GO:0007129;GO:0007127;GO:0045911;GO:2000781;GO:0007283;	A0A0S2Z5K5	1	9606
A0A0S2Z5L3	N/A	A0A0S2Z5L3	4	N/A
A0A0S2Z5N1	GO:0016593;GO:0051301;GO:0016570;GO:0006368;	A0A0S2Z5N1	3	N/A
A0A0S2Z5N6	GO:0016757;	A0A0S2Z5N6	4	N/A
A0A0S2Z5T7	GO:0016021;	A0A0S2Z5T7	4	N/A
A0A0S2Z5X0	N/A	A0A0S2Z5X0	4	N/A
A0A0S2Z5X5	GO:0004386;	A0A0S2Z5X5	4	N/A
A0A0S2Z5X8	GO:0016021;GO:0016853;	A0A0S2Z5X8	4	N/A
A0A0S2Z608	GO:0016740;	A0A0S2Z608	4	N/A
A0A0S2Z625	GO:0034464;GO:1905515;	A0A0S2Z625	4	N/A
A0A0S2Z666	GO:0034464;GO:1905515;	A0A0S2Z625	1	N/A
A0A0S2Z628	N/A	A0A0S2Z628	3	N/A
A0A0S2Z639	GO:0003824;GO:0009116;	A0A0S2Z639	2	117571
A0A0S2Z6I7	N/A	A0A0S2Z6I7	3	N/A
A0A0S2Z6J9	GO:0003677;GO:0045892;	A0A0S2Z6J9	4	N/A
A0A0S2Z6S1	N/A	A0A0S2Z6S1	4	N/A
A0A0S2ZYP6	N/A	A0A0S2ZYP6	3	N/A
O78220	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
O78222	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
O78224	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q29651	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q29784	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q29996	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q29997	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q29998	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q29999	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q30001	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q30002	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q30003	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q30004	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q30005	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
Q8WLS0	GO:0042613;GO:0019882;GO:0006955;	A0A0S3H709	3	N/A
A0A0S3J4Y2	GO:0016020;GO:0016758;GO:0005975;	A0A0S3J4Y2	3	N/A
Q5T413	GO:0051539;GO:0003677;GO:0000701;GO:0006284;	A0A0S3R6P8	1	131567
B3KTD4	GO:0005576;	A0A0S3RE21	1	2759
C9JY09	GO:0005576;	A0A0S3RE21	1	2759
E7ET39	GO:0005576;	A0A0S3RE21	1	2759
F2Z2U1	GO:0003723;	A0A0S3SGB9	1	131567
O00391	GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0005794;GO:0000139;GO:0030173;GO:0045171;GO:0043231;GO:0031093;GO:0035580;GO:1904724;GO:0071949;GO:0016971;GO:0003756;GO:0085029;GO:0016242;GO:0006457;	A0A0S4ILW1	1	2759
Q13876	GO:0016971;GO:0008285;	A0A0S4ILW1	1	2759
A0A140VJZ8	GO:0005858;GO:0045669;	A0A0S4IN87	1	2759
Q8IWG1	GO:0005858;GO:0005737;GO:0036156;GO:0071933;GO:0045504;GO:0045503;GO:0060294;GO:0036159;GO:0007018;GO:0034316;GO:0030336;GO:0045669;	A0A0S4IN87	1	2759
A0A087WZG9	GO:0005829;GO:0005654;GO:0003676;GO:0008270;	A0A0S4IP39	1	2759
B4DSP0	N/A	A0A0S4IP39	1	2759
O94811	GO:0005737;GO:0005829;GO:0005874;GO:0005739;GO:0072686;GO:0005634;GO:0048471;GO:0150051;GO:0003924;GO:0000287;GO:0008017;GO:0042803;GO:0015631;GO:0030953;GO:0051301;GO:0001578;GO:0051418;GO:0046785;GO:0032288;GO:1904428;GO:0014003;GO:0048709;GO:0031643;GO:0032273;GO:0031334;GO:0070507;	A0A0S4IQF6	1	2759
Q4L233	GO:0005829;GO:0005874;GO:0005739;GO:0005634;GO:0015631;GO:0001578;GO:0046785;GO:0032288;GO:0014003;GO:0031643;	A0A0S4IQF6	1	2759
B0AZV0	GO:0016301;GO:0016310;	A0A0S4ISA6	2	131567
Q59EB5	GO:0003676;	A0A0S4ISC2	1	131567
A0A090N7X5	GO:0016021;GO:0005249;	A0A0S4J1J4	1	2759
Q6ZNW1	GO:0016021;	A0A0S4J6J8	2	2759
A0A024QYR6	GO:0016314;GO:0016311;GO:0006629;	A0A0S4J8D3	1	2759
A0A1V0DNR7	GO:0016314;GO:0004725;GO:0016311;GO:0006629;	A0A0S4J8D3	1	2759
A0A6G6A825	GO:0005737;GO:0016605;GO:0051717;GO:0017018;GO:0016314;GO:0051800;GO:0004438;GO:0004725;GO:0046855;GO:0008285;GO:0007399;GO:0046856;GO:0006470;	A0A0S4J8D3	1	2759
E7EMG1	N/A	A0A0S4J8D3	1	2759
Q9BU89	GO:0005829;GO:0019135;GO:0005506;GO:0016491;GO:0008612;	A0A0S4J984	2	131567
Q6MZX0	GO:0005634;GO:0016740;GO:0009740;	A0A0S4JAA6	1	131567
C9JCW7	GO:0016021;GO:0030433;	A0A0S4JFS4	1	2759
C9JE12	GO:0016021;GO:0030433;	A0A0S4JFS4	1	2759
A8K004	GO:0003950;	A0A0S4JMD4	1	2759
B2RB27	GO:0003950;	A0A0S4JMD4	1	2759
E9PFI7	GO:0003950;	A0A0S4JMD4	1	2759
Q8N3A8	GO:0003950;GO:0140803;GO:1990404;GO:0006471;GO:0070213;GO:0140289;	A0A0S4JMD4	1	2759
A0A024R7N1	GO:0005829;GO:0005654;GO:0005886;GO:0051056;GO:0007165;	A0A0S4JQV8	1	131567
B4DLZ1	GO:0051056;GO:0007165;	A0A0S4JQV8	1	131567
Q9P107	GO:0005829;GO:0005654;GO:0005886;GO:0005096;GO:0046872;GO:0090630;GO:0035556;GO:0034260;GO:0051056;	A0A0S4JQV8	1	131567
A0A024R1W6	GO:0005783;GO:0005789;GO:0016021;GO:0090156;GO:0006672;GO:0061744;GO:0042552;GO:0002903;GO:1900060;GO:1904221;GO:0010508;GO:0006940;GO:0006686;	A0A0S4JRJ8	1	2759
F8VXD5	GO:0005783;GO:0005789;GO:0016021;GO:0006672;GO:0090155;GO:2000303;	A0A0S4JRJ8	1	2759
Q53FV1	GO:0005783;GO:0016021;GO:0035339;GO:0090156;GO:0006672;GO:1900060;	A0A0S4JRJ8	1	2759
Q8N138	GO:0005783;GO:0016021;GO:0005886;GO:0030667;GO:0035579;GO:0035339;GO:0090156;GO:0006672;GO:0061744;GO:0042552;GO:0002903;GO:1900060;GO:1904221;GO:0010508;GO:1900182;GO:0006940;GO:0006686;	A0A0S4JRJ8	1	2759
Q9P0S3	GO:0005783;GO:0005789;GO:0016021;GO:0035339;GO:0090156;GO:0006672;GO:0061744;GO:0042552;GO:1900060;GO:0006686;	A0A0S4JRJ8	1	2759
Q9UP83	GO:0005829;GO:0005794;GO:0000139;GO:0017119;GO:0016020;GO:0005654;GO:0032588;GO:0070085;GO:0007030;GO:0048219;GO:0006891;GO:0015031;GO:0000301;	A0A0S4JUU7	1	2759
Q6ZNA5	GO:0016021;GO:0046872;GO:0016722;GO:0006879;	A0A0S4KIY3	1	2759
H0YN02	N/A	A0A0S4KKH5	3	131567
F5H7T7	N/A	A0A0S4KLF9	1	131567
P57052	GO:0016607;GO:0005654;GO:0005634;GO:0008266;GO:0042803;GO:0003727;GO:0030154;GO:0034599;GO:0006397;GO:0000381;GO:0008380;	A0A0S4KR70	1	2759
A0A0S2Z366	GO:0005759;GO:0005739;GO:0050660;GO:0070991;GO:0055007;GO:0019254;GO:0033539;GO:0005978;GO:0001889;GO:0051791;GO:0009791;GO:0006111;GO:0009409;GO:0042594;	A0A0S4QIH6	1	131567
A0A2H4FX52	GO:0003995;GO:0050660;	A0A0S4QIH6	1	131567
A0A2L2DH21	GO:0003995;GO:0050660;	A0A0S4QIH6	2	131567
A0A7P0T932	GO:0003995;GO:0050660;	A0A0S4QIH6	1	131567
B4DWX6	GO:0005759;GO:0050660;GO:0070991;GO:0006635;	A0A0S4QIH6	1	131567
B7Z9I1	GO:0005759;GO:0005739;GO:0050660;GO:0070991;GO:0006635;	A0A0S4QIH6	1	131567
F6YB23	GO:0003995;GO:0050660;	A0A0S4QIH6	1	131567
P11310	GO:0030424;GO:0005737;GO:0005759;GO:0031966;GO:0005739;GO:0005634;GO:0003995;GO:0050660;GO:0042802;GO:0070991;GO:0055007;GO:0045329;GO:0019254;GO:0006635;GO:0033539;GO:0005978;GO:0001889;GO:0051793;GO:0051791;GO:0009791;GO:0006111;GO:0009409;GO:0042594;	A0A0S4QIH6	1	131567
Q5HYG7	GO:0005759;GO:0050660;GO:0070991;GO:0006635;	A0A0S4QIH6	1	131567
Q5T4U5	GO:0005759;GO:0005739;GO:0050660;GO:0070991;GO:0006635;	A0A0S4QIH6	1	131567
D6RDW9	GO:0016020;GO:0004896;	A0A0S4QYE2	1	131567
A0A024RC37	N/A	A0A0S4TL01	1	2759
Q96P16	GO:0005654;GO:0005634;GO:0016591;GO:0042802;GO:0000993;GO:0070940;GO:0031124;	A0A0S4TL01	1	2759
Q9NQG5	GO:0005654;GO:0005634;GO:0016591;GO:0042802;GO:0000993;GO:0070940;GO:0031124;GO:0008284;GO:0045944;GO:0010564;	A0A0S4TL01	1	2759
B3KVU7	GO:0005789;GO:0016021;	A0A0S7EHY9	2	131567
B4DNS4	GO:0016021;	A0A0S7EHY9	1	131567
Q6ZR82	GO:0016021;	A0A0S7EHY9	1	131567
Q6ZSP7	GO:0005789;GO:0016021;	A0A0S7EHY9	1	131567
H0YKW7	N/A	A0A0S7EI56	1	N/A
H0YL74	N/A	A0A0S7EI56	1	N/A
A8MW34	GO:0030030;	A0A0S7ELE7	1	33154
H0YMQ8	GO:0003810;GO:0018149;	A0A0S7ENE9	3	N/A
Q59HG6	GO:0005096;GO:0007015;GO:0043087;GO:0007165;	A0A0S7ENS8	1	2759
M0QYM8	GO:0005654;GO:0008641;	A0A0S7EPH0	3	N/A
M0R054	GO:0005654;GO:0008641;	A0A0S7EPH0	1	N/A
Q05C39	N/A	A0A0S7EVR0	1	N/A
Q86XX0	N/A	A0A0S7EX81	1	N/A
I3L2X4	N/A	A0A0S7F634	2	117571
B3KNN9	GO:0030424;GO:0030425;GO:0016021;GO:0005886;	A0A0S7F796	1	131567
F5GXJ9	GO:0030424;GO:0030425;GO:0016021;GO:0005886;	A0A0S7F796	1	131567
Q13740	GO:0030424;GO:0030425;GO:0009897;GO:0070062;GO:0005925;GO:0001772;GO:0005887;GO:0031226;GO:0043025;GO:0005886;GO:0042802;GO:0005102;GO:0002250;GO:0048846;GO:0007155;GO:0007157;GO:0008045;GO:1990138;GO:0031290;GO:0007165;	A0A0S7F796	1	131567
H7C3H3	N/A	A0A0S7FAE1	1	N/A
B3KWF0	GO:0008289;	A0A0S7FCN1	1	131567
E9PNH0	GO:0008289;	A0A0S7FCN1	1	131567
Q7Z5F9	GO:0005874;GO:0008017;GO:0000226;	A0A0S7FJE9	1	N/A
B7Z282	GO:0003876;GO:0032264;	A0A0S7FLG1	1	2759
Q08AM3	N/A	A0A0S7FTE3	1	117571
H0YLS5	GO:0005654;GO:0003700;GO:0043565;GO:0008270;	A0A0S7FUB7	1	33213
D6RAY9	GO:0005634;	A0A0S7FUW1	1	N/A
O75440	GO:0005509;	A0A0S7FXQ2	1	33154
A0A024R7D5	GO:0045177;GO:0016323;GO:0009986;GO:0005769;GO:0016021;GO:0005770;GO:0005764;GO:0036477;GO:0097443;GO:0001540;GO:0005509;GO:0030169;GO:0005041;GO:0030229;GO:0150094;GO:0048844;GO:0071398;GO:0042632;GO:0070508;GO:0008203;GO:0051649;GO:0034384;GO:0042159;GO:0007616;GO:0034383;GO:1905907;GO:0061889;GO:0010629;GO:1903979;GO:0006909;GO:0015914;GO:0010628;GO:0050729;GO:1905167;GO:0010867;GO:0006898;GO:0090181;GO:0010899;GO:0061771;	A0A0S7FZ08	1	131567
A0A590UJ57	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	2	131567
A0A590UJF9	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	1	131567
A0A590UJJ8	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	1	131567
A0A590UJT0	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	1	131567
A0A590UK45	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	1	131567
A0A590UK97	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	2	131567
A0A7P0T897	GO:0005905;GO:0016021;GO:0034361;GO:0005509;GO:0030229;GO:0008203;GO:0006869;	A0A0S7FZ08	2	131567
A0A7P0T9P7	GO:0005905;GO:0016021;GO:0034361;GO:0005509;GO:0030229;GO:0008203;GO:0006869;	A0A0S7FZ08	2	131567
D3DQ39	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	2	131567
H0YMD1	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	1	131567
P01130	N/A	A0A0S7FZ08	1	131567
P98155	GO:0005905;GO:0016021;GO:0005765;GO:0016020;GO:0005886;GO:0043235;GO:0034361;GO:0034185;GO:0005509;GO:0048306;GO:0038024;GO:0005041;GO:0038025;GO:0034189;GO:0030229;GO:0008203;GO:0048813;GO:0034436;GO:0006869;GO:0007613;GO:0007399;GO:1900006;GO:0045860;GO:0006898;GO:0038026;GO:0007165;GO:0021517;GO:0034447;	A0A0S7FZ08	2	131567
Q14114	GO:0030424;GO:0005901;GO:0009986;GO:0030425;GO:0005615;GO:0016021;GO:0016020;GO:0005875;GO:0043025;GO:0005886;GO:0014069;GO:0043235;GO:0001540;GO:0034185;GO:0005509;GO:0048306;GO:0038024;GO:0008035;GO:0019894;GO:0005041;GO:0047485;GO:0038025;GO:0004888;GO:0030229;GO:0021541;GO:0071397;GO:0071363;GO:0007268;GO:0019221;GO:0048813;GO:0006897;GO:0021819;GO:0006629;GO:0050804;GO:0032793;GO:1900006;GO:0061003;GO:0050731;GO:0061098;GO:0006508;GO:0038026;GO:0042981;GO:0045088;GO:0009410;GO:0001523;GO:0007165;GO:0021517;	A0A0S7FZ08	2	131567
Q5VVF5	GO:0005905;GO:0016021;GO:0034361;GO:0005509;GO:0030229;GO:0008203;GO:0006869;	A0A0S7FZ08	1	131567
Q8NAN7	GO:0005905;GO:0016021;GO:0034361;GO:0005509;GO:0030229;GO:0008203;GO:0006869;	A0A0S7FZ08	1	131567
Q9UH51	GO:0016021;GO:0005509;GO:0006897;	A0A0S7FZ08	1	131567
A0A804HJM7	GO:0005634;GO:0004674;	A0A0S7FZI8	1	N/A
H3BNG8	GO:0016021;GO:0005247;	A0A0S7G1F8	1	N/A
C9JTX4	GO:0005912;GO:0016342;GO:0005737;GO:0005856;GO:0030057;GO:0045294;GO:0045296;GO:0005198;GO:0007155;GO:0002159;	A0A0S7G3R1	1	131567
C9J028	GO:0016021;	A0A0S7G434	1	N/A
Q96AI1	GO:0016021;GO:0006658;GO:1904219;GO:1904222;GO:0006665;	A0A0S7G5F6	3	N/A
Q63HL8	GO:0051015;GO:0007010;	A0A0S7G6B3	1	N/A
H0YBA0	GO:0030131;GO:0006886;GO:0016192;	A0A0S7G770	1	N/A
H0YMX4	GO:0005743;GO:0015068;GO:0006601;	A0A0S7G7X6	1	N/A
H3BTA1	N/A	A0A0S7G9M4	1	131567
H7C335	GO:0005634;GO:0003677;GO:0000398;	A0A0S7GBU5	1	2759
B9TX71	GO:0016592;	A0A0S7GC85	1	N/A
A0A087X033	N/A	A0A0S7GCF9	1	N/A
B7Z931	GO:0016021;GO:0030215;GO:0007411;	A0A0S7GIA1	1	33213
B4E2Z1	GO:0005524;GO:0004672;GO:0006468;	A0A0S7GIQ7	2	2759
Q86T18	GO:0005856;GO:0008017;GO:0045104;	A0A0S7GKD8	1	117571
Q9BSP9	GO:0005856;GO:0008017;GO:0045104;	A0A0S7GKD8	1	117571
Q9H8U2	GO:0005856;GO:0008017;GO:0045104;	A0A0S7GKD8	2	117571
D6RIC0	GO:0005085;GO:0032012;	A0A0S7GKV4	1	N/A
A0A7S4ZD17	GO:0006508;	A0A0S7GL17	3	N/A
F6SDC8	GO:0016021;	A0A0S7GNV8	1	33213
A0A7I2YQT0	N/A	A0A0S7GNX7	1	131567
H7C2R8	N/A	A0A0S7GNX7	1	131567
B4DTX3	GO:0016021;GO:0005886;GO:0004415;GO:0008152;	A0A0S7GPN4	1	7776
Q93003	GO:0016021;GO:0005886;GO:0001609;GO:0016519;GO:0006836;	A0A0S7GS81	1	N/A
F5GXC2	N/A	A0A0S7GSJ1	1	N/A
A0A2R8Y648	GO:0005524;GO:0004357;GO:0006750;	A0A0S7GU53	1	N/A
F5H495	N/A	A0A0S7GWK6	1	N/A
A0A7P0T9G1	GO:0016021;GO:0005524;GO:0005003;	A0A0S7GZV1	2	131567
A0A7P0T9L5	GO:0016021;GO:0005524;GO:0005003;	A0A0S7GZV1	1	131567
A0A7P0T9V9	GO:0016021;GO:0005524;GO:0005003;	A0A0S7GZV1	1	131567
A0A7P0TB21	GO:0031225;GO:0005886;	A0A0S7GZV1	2	131567
A0A7P0TB85	GO:0016021;GO:0005524;GO:0005003;	A0A0S7GZV1	1	131567
B3KTK4	GO:0005886;GO:0007411;GO:0007155;	A0A0S7GZV1	1	131567
B3KU71	GO:0016021;GO:0005886;GO:0005509;GO:0007420;GO:0007156;	A0A0S7GZV1	1	131567
E9PN78	GO:0005887;GO:0009952;GO:0001708;GO:0021987;GO:0010172;GO:0060059;GO:0002088;GO:0007520;GO:0061351;GO:0030182;GO:0043410;GO:0045663;GO:2000179;GO:0045666;GO:0001934;GO:0048643;GO:0051057;GO:0045944;GO:0006468;GO:0043393;GO:0014816;GO:0007224;	A0A0S7GZV1	1	131567
P42701	GO:0009897;GO:0042022;GO:0072536;GO:0005886;GO:0043235;GO:0019955;GO:0004896;GO:0071346;GO:0019221;GO:0006955;GO:0035722;GO:0038155;GO:0042104;GO:0002230;GO:0032729;GO:0032740;GO:0043382;GO:0032819;GO:0051142;GO:0046427;GO:0001916;GO:0042102;GO:0002827;GO:2000330;GO:2000318;GO:0007165;	A0A0S7GZV1	2	131567
Q5VTL7	GO:0005576;	A0A0S7GZV1	1	131567
A0A7P0T864	GO:0016021;GO:0030449;	A0A0S7GZZ2	1	131567
A0A7P0Z457	GO:0016021;GO:0030449;	A0A0S7GZZ2	1	131567
B7Z369	GO:0016021;GO:0030449;	A0A0S7GZZ2	1	131567
B4DMN0	N/A	A0A0S7H0E5	1	2759
Q9BZV4	N/A	A0A0S7H0E5	1	2759
B7Z1C8	N/A	A0A0S7H1T9	1	N/A
F8WDL9	N/A	A0A0S7H1T9	1	N/A
C9JJW1	GO:0051128;	A0A0S7H2J0	3	N/A
C9JV03	N/A	A0A0S7H369	1	N/A
H0YHR1	GO:0046982;	A0A0S7H369	1	N/A
A0A0U1RQY6	N/A	A0A0S7H5Y7	1	117571
Q7Z777	GO:0005524;GO:0016887;	A0A0S7H8Q9	1	131567
A0A804HLL9	N/A	A0A0S7H9J8	1	117571
B3KTN0	GO:0016020;	A0A0S7H9R3	2	2759
C9JTC6	GO:0006355;	A0A0S7HAN6	1	N/A
C9J3K8	N/A	A0A0S7HB32	1	N/A
C9JSX4	GO:0007165;	A0A0S7HBG1	1	33213
B0ZRR1	GO:0005096;GO:0043547;	A0A0S7HBU9	3	131567
B0EVZ7	N/A	A0A0S7HF94	1	N/A
K7ES05	N/A	A0A0S7HFZ1	3	N/A
B4DFG4	GO:0005737;GO:0005634;GO:0003677;GO:0003725;GO:0051607;	A0A0S7HGB0	1	117571
A0A1B0GUD4	N/A	A0A0S7HGB2	1	2759
A0A1B0GVE0	N/A	A0A0S7HGB2	1	2759
A2IDA0	GO:0005737;GO:0005094;	A0A0S7HGG0	3	N/A
G3V4W4	GO:0004343;GO:0006048;	A0A0S7HK55	1	33213
Q05D65	N/A	A0A0S7HLD3	1	N/A
B5MCY9	GO:0000145;GO:0006887;	A0A0S7HMY6	1	33213
K7ERQ5	GO:0000145;GO:0006887;	A0A0S7HMY6	1	33213
A0A0B4J1W9	GO:0007165;	A0A0S7HNL6	1	33213
D6RCU0	GO:0005789;GO:0016021;GO:0009922;GO:0102756;GO:0030497;	A0A0S7HPY7	1	N/A
Q9NZ46	N/A	A0A0S7HXP7	1	N/A
B4DL13	N/A	A0A0S7HYC1	1	N/A
E9PLI6	GO:0005829;GO:0043231;GO:0005654;GO:0003723;GO:0003743;	A0A0S7HYX1	1	131567
E9PS76	GO:0005829;GO:0043231;GO:0005654;GO:0003723;GO:0003743;	A0A0S7HYX1	1	131567
A1QKJ6	GO:0005764;GO:0070072;	A0A0S7I0M9	1	2759
B8ZZ99	GO:0070072;	A0A0S7I0M9	1	2759
F8WCZ3	GO:0070072;	A0A0S7I0M9	1	2759
Q96NT0	GO:0030137;GO:0005783;GO:0005793;GO:0005768;GO:0042406;GO:0005764;GO:0016020;GO:0016471;GO:0051082;GO:0006879;GO:0036295;GO:0007042;GO:1905146;GO:0070072;	A0A0S7I0M9	1	2759
Q53TC0	GO:0016021;	A0A0S7I2J4	3	N/A
B0QYE9	N/A	A0A0S7I5Y4	1	N/A
F2Z2W8	GO:0008430;	A0A0S7I796	1	N/A
F1LLU5	N/A	A0A0S7I8V9	1	N/A
Q8NC35	GO:0016021;GO:0046873;	A0A0S7I9Z9	1	N/A
E9PMD5	GO:0005737;GO:0071159;GO:0003677;GO:0003700;GO:0051092;	A0A0S7IAA1	1	N/A
E9PNV4	GO:0005737;GO:0071159;GO:0003677;GO:0003700;GO:0051092;	A0A0S7IAA1	1	N/A
R4GMY9	GO:0005634;GO:0003677;GO:0008270;GO:0006355;	A0A0S7IDD9	1	N/A
I3L3L6	GO:0005923;GO:0016021;GO:0005886;GO:0005198;	A0A0S7IFC0	3	N/A
Q5JRF7	GO:0005737;GO:0005524;GO:0004826;GO:0000049;GO:0006432;	A0A0S7IHG3	1	N/A
F8WCJ7	GO:0030176;GO:0015031;	A0A0S7IM99	1	N/A
C9JDT8	GO:0016021;GO:0005886;GO:0004999;	A0A0S7IRV2	3	117571
A0A804HKU9	GO:0005085;GO:0007411;GO:0007417;	A0A0S7ITL5	1	N/A
A0A087WZS3	N/A	A0A0S7IVR8	1	N/A
A0A2P1H0N9	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0P2	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0R3	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0R4	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0S1	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0S4	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0T0	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0T3	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0T4	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
A0A2P1H0U7	GO:0005886;GO:0005261;	A0A0S7J108	1	N/A
Q8IZE2	GO:0005506;GO:0016714;GO:0009072;	A0A0S7J3G0	1	N/A
A0A5F9ZI44	N/A	A0A0S7J411	1	N/A
Q99993	GO:0000902;	A0A0S7J569	1	N/A
B4E1R5	GO:0007015;GO:0007155;	A0A0S7J9H1	1	117571
E7EQH0	GO:0007015;GO:0007155;	A0A0S7J9H1	2	117571
A0A087X0J2	GO:0016021;GO:0003676;GO:0004523;GO:0006281;	A0A0S7J9M4	3	N/A
B7Z2A2	GO:0001540;	A0A0S7JCD1	1	131567
B7Z3G1	GO:0001540;	A0A0S7JCD1	1	131567
Q6ZT52	N/A	A0A0S7JCD1	2	131567
V9GY97	GO:0005783;GO:0005886;GO:0001540;	A0A0S7JCD1	1	131567
B4DUZ2	N/A	A0A0S7JDA8	1	N/A
H7C372	N/A	A0A0S7JDA8	3	N/A
B4DDI3	GO:0005743;GO:0008386;GO:0020037;GO:0005506;GO:0006700;GO:0008203;	A0A0S7JE11	1	2759
C9JXV4	GO:0005743;GO:0008386;GO:0020037;GO:0005506;GO:0006700;GO:0008203;	A0A0S7JE11	1	2759
Q9P1N9	GO:0004822;	A0A0S7JG95	1	33213
H7C3T6	GO:0034707;GO:0005886;GO:0005254;	A0A0S7JHE1	1	N/A
F2Z3L2	GO:0006898;	A0A0S7JMN5	1	2759
F8WDU9	N/A	A0A0S7JUD7	1	117571
Q9H984	GO:0005634;GO:0005096;GO:0043547;	A0A0S7JVC0	1	N/A
A0A1V1FK96	GO:0005634;GO:0033596;GO:0005096;GO:0032007;GO:0043547;	A0A0S7JVF9	1	N/A
X5D2X0	GO:0005634;GO:0033596;GO:0005096;GO:0032007;GO:0043547;	A0A0S7JVF9	3	N/A
B4E2K3	GO:0008409;GO:0000956;	A0A0S7JW32	1	N/A
Q5R2U7	N/A	A0A0S7JWC0	1	N/A
D6R904	GO:0005856;GO:0003779;	A0A0S7JYE3	1	N/A
D6RHG2	GO:0005829;GO:0005759;GO:0005739;GO:0005654;GO:0005524;GO:0004672;GO:0016310;	A0A0S7JZN0	1	N/A
D6RJH7	GO:0005829;GO:0005759;GO:0005739;GO:0005654;GO:0005524;GO:0004672;GO:0016310;	A0A0S7JZN0	1	N/A
Q5SZF2	GO:0005737;GO:0016462;	A0A0S7JZY3	1	33213
Q8N4Y7	GO:0016477;GO:0007010;GO:0008360;	A0A0S7K0R2	1	2759
Q9NSL0	GO:0016477;GO:0007010;GO:0008360;	A0A0S7K0R2	1	2759
B3KSR9	GO:0005634;GO:0005096;GO:0043547;GO:0051056;	A0A0S7K1D1	1	131567
O75591	GO:0016021;GO:0015085;GO:0005219;GO:0038023;GO:0006915;GO:0030183;GO:0019724;GO:0042100;GO:0006816;GO:0019722;GO:0045893;GO:0006457;GO:0016485;GO:0030100;GO:0017157;GO:0010033;	A0A0S7K1S6	1	N/A
E9PBA8	GO:0032777;GO:0006357;	A0A0S7KCF7	1	N/A
